,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
716,717,70,RM,60.0,10800,Reg,Bnk,Inside,Gtl,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,None,0.0,3,4,BrkTil,3,3,No,Unf,0,Unf,0,718,718,GasA,5,SBrkr,1576,978,0,2554,0,0,1,1,3,1,3,8,Typ,0,0,Detchd,1996.0,Unf,2,704,3,3,P,0,48,143,0,0,0,0,7,2007,WD,Normal,159500
717,718,20,RL,80.0,10000,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,4,3,No,BLQ,1084,Unf,0,92,1176,GasA,4,SBrkr,1178,0,0,1178,0,1,1,1,3,1,4,5,Typ,1,2,Attchd,1973.0,Unf,2,439,3,3,Y,224,0,0,0,0,0,0,11,2008,WD,Normal,157000
718,719,60,RL,96.0,10542,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,BrkFace,651.0,4,3,PConc,4,3,Gd,GLQ,1173,Unf,0,138,1311,GasA,5,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,1993.0,RFn,3,983,3,3,Y,250,154,216,0,0,0,0,8,2008,WD,Normal,341000
719,720,20,RL,69.0,9920,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,4,3,Gd,ALQ,523,Unf,0,448,971,GasA,3,SBrkr,971,0,0,971,0,0,1,1,3,1,3,5,Typ,1,1,Attchd,1969.0,Unf,1,300,3,3,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,128500
720,721,120,RL,,6563,IR1,Low,CulDSac,Mod,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,None,0.0,4,3,PConc,4,3,Gd,GLQ,1148,Unf,0,594,1742,GasA,3,SBrkr,1742,0,0,1742,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,1985.0,RFn,2,564,3,3,Y,114,28,234,0,0,0,0,12,2006,WD,Normal,275000
721,722,120,RM,,4426,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,169.0,4,3,PConc,4,3,Av,GLQ,662,Unf,0,186,848,GasA,5,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,0,0,Attchd,2004.0,RFn,2,420,3,3,Y,160,0,0,0,0,0,0,5,2010,WD,Normal,143000
722,723,20,RL,70.0,8120,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,No,ALQ,191,Unf,0,673,864,GasA,5,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1994.0,Unf,2,463,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,124500
723,724,50,RL,60.0,8172,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,941,941,GasA,5,SBrkr,997,473,0,1470,0,0,2,0,4,1,3,7,Typ,0,0,Detchd,1958.0,Unf,1,548,3,3,Y,0,0,0,0,156,0,0,5,2008,WD,Normal,135000
724,725,20,RL,86.0,13286,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,Stone,340.0,5,3,PConc,5,3,No,GLQ,1234,Unf,0,464,1698,GasA,5,SBrkr,1698,0,0,1698,1,0,2,0,3,1,5,8,Typ,1,4,Attchd,2007.0,Fin,3,768,3,3,Y,327,64,0,0,0,0,0,2,2009,WD,Normal,320000
725,726,20,RL,60.0,6960,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,375,BLQ,239,250,864,GasA,3,SBrkr,864,0,0,864,0,0,1,0,3,1,4,5,Typ,0,0,Detchd,1989.0,Unf,2,660,3,3,Y,96,0,0,0,0,0,500,11,2009,WD,Normal,120500
726,727,20,RL,,21695,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,BrkFace,260.0,4,4,CBlock,4,3,No,GLQ,808,Unf,0,72,880,GasA,5,SBrkr,1680,0,0,1680,1,0,2,0,3,1,4,5,Typ,1,4,Attchd,1988.0,Fin,2,540,3,3,Y,292,44,0,182,0,0,0,12,2009,WD,Normal,222000
727,728,20,RL,64.0,7314,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,Stone,82.0,4,3,PConc,4,3,Av,GLQ,724,Unf,0,508,1232,GasA,5,SBrkr,1232,0,0,1232,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,2007.0,RFn,2,632,3,3,Y,132,0,0,0,0,0,0,2,2009,WD,Normal,194500
728,729,90,RL,85.0,11475,Reg,Lvl,Corner,Gtl,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,1584,1584,GasA,3,SBrkr,1776,0,0,1776,1,0,2,0,4,2,3,9,Typ,0,0,Detchd,1968.0,Unf,3,888,3,3,Y,0,25,0,0,0,0,0,7,2009,COD,Abnorml,110000
729,730,30,RM,52.0,6240,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,152,Unf,0,628,780,GasA,3,FuseA,848,0,360,1208,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1962.0,Unf,2,539,3,3,Y,0,23,112,0,0,0,0,1,2009,WD,Normal,103000
730,731,120,RL,39.0,5389,IR1,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,None,0.0,4,3,PConc,4,3,No,GLQ,1180,Unf,0,415,1595,GasA,5,SBrkr,1616,0,0,1616,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,1995.0,RFn,2,608,3,3,Y,237,152,0,0,0,0,0,3,2010,WD,Normal,236500
731,732,80,RL,73.0,9590,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,442.0,4,3,PConc,5,3,Av,GLQ,786,Unf,0,82,868,GasA,5,SBrkr,1146,0,0,1146,1,0,2,0,3,1,4,6,Typ,1,4,Attchd,2003.0,Fin,2,438,3,3,Y,160,22,0,0,0,0,0,5,2007,WD,Normal,187500
732,733,60,RL,75.0,11404,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,BrkFace,202.0,4,3,PConc,4,3,Av,ALQ,252,Unf,0,901,1153,GasA,5,SBrkr,1153,878,0,2031,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,1998.0,Fin,2,541,3,3,Y,192,84,0,0,0,0,0,7,2008,WD,Normal,222500
733,734,20,RL,80.0,10000,Reg,Lvl,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,No,BLQ,594,Unf,0,270,864,GasA,5,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1961.0,RFn,1,264,3,3,Y,165,0,0,0,0,0,400,3,2009,WD,Normal,131400
734,735,20,RL,,8978,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,948,948,GasA,3,SBrkr,948,0,0,948,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1968.0,Unf,1,300,3,3,Y,147,0,0,0,0,0,0,5,2007,WD,Family,108000
735,736,75,RM,60.0,10800,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,4,3,Mn,Rec,390,Unf,0,490,880,GasW,2,SBrkr,880,888,0,1768,0,0,1,1,2,1,3,6,Typ,2,3,Detchd,1914.0,Unf,2,320,3,3,N,0,341,0,0,0,0,0,10,2006,WD,Normal,163000
736,737,90,RL,60.0,8544,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,None,0.0,3,3,CBlock,0,0,NA,NA,0,NA,0,0,0,GasA,4,FuseF,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,0,Detchd,1949.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,93500
737,738,60,RL,72.0,10463,IR1,HLS,CulDSac,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,893,893,GasA,5,SBrkr,901,900,0,1801,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,Fin,3,800,3,3,Y,0,116,0,0,0,0,0,6,2006,WD,Normal,239900
738,739,90,RL,60.0,10800,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,4,4,Gd,GLQ,1200,Unf,0,0,1200,GasA,3,SBrkr,1200,0,0,1200,3,0,3,0,3,1,3,5,Typ,0,0,NA,0.0,NA,0,0,0,0,Y,120,0,0,0,0,0,0,3,2009,WD,Alloca,179000
739,740,60,RL,65.0,9313,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,864,864,GasA,5,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2,572,3,3,Y,187,56,0,0,0,0,0,4,2009,WD,Normal,190000
740,741,70,RM,60.0,9600,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,None,0.0,3,4,BrkTil,2,2,No,Unf,0,Unf,0,264,264,GasA,5,SBrkr,768,664,0,1432,0,0,2,0,2,1,3,7,Typ,0,0,Detchd,1910.0,Unf,2,360,3,4,Y,270,0,112,0,0,0,0,5,2007,WD,Abnorml,132000
741,742,20,RL,65.0,6768,IR1,Lvl,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,None,0.0,3,4,CBlock,3,3,Mn,GLQ,832,Unf,0,80,912,GasA,4,SBrkr,912,0,0,912,1,1,1,0,3,1,4,5,Typ,0,0,Detchd,1962.0,Unf,1,288,3,3,Y,168,0,0,0,0,0,0,5,2008,WD,Normal,142000
742,743,20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,BrkFace,108.0,3,3,PConc,4,3,No,Unf,0,Unf,0,1349,1349,GasA,5,SBrkr,1349,0,0,1349,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,2000.0,Unf,2,539,3,3,Y,120,55,0,0,0,0,0,12,2007,WD,Normal,179000
743,744,80,RL,70.0,12886,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,4,3,Av,ALQ,444,Unf,0,76,520,GasA,5,SBrkr,1464,0,0,1464,0,1,2,0,3,1,3,6,Min2,1,3,Attchd,1997.0,RFn,2,480,3,3,Y,302,0,0,0,100,0,0,10,2009,WD,Normal,175000
744,745,120,RL,41.0,5395,IR1,HLS,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,None,0.0,4,3,PConc,4,3,No,GLQ,733,Unf,0,604,1337,GasA,4,SBrkr,1337,0,0,1337,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,1993.0,RFn,2,462,3,3,Y,96,0,70,168,0,0,0,10,2008,WD,Normal,180000
745,746,60,RL,,8963,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,No,GLQ,575,ALQ,80,487,1142,GasA,5,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,4,11,Typ,2,3,BuiltIn,1994.0,Fin,2,831,3,3,Y,0,204,0,0,0,0,0,7,2008,WD,Normal,299800
746,747,60,RL,,8795,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,300,Unf,0,652,952,GasA,5,SBrkr,980,1276,0,2256,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,2000.0,Fin,2,554,3,3,Y,224,54,0,0,0,0,0,4,2009,WD,Normal,236000
747,748,70,RM,65.0,11700,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,None,0.0,4,3,Stone,3,2,No,Unf,0,Unf,0,1240,1240,GasW,3,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,4,8,Typ,1,4,Detchd,1950.0,Unf,4,864,3,3,N,181,0,386,0,0,0,0,5,2009,WD,Normal,265979
748,749,20,RL,59.0,10593,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,BrkFace,338.0,4,3,PConc,4,3,No,GLQ,919,Unf,0,801,1720,GasA,5,SBrkr,1720,0,0,1720,1,0,2,0,3,1,4,7,Typ,1,3,Attchd,1996.0,Fin,2,527,3,3,Y,240,56,154,0,0,0,0,3,2010,WD,Normal,260400
749,750,50,RL,50.0,8405,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,None,0.0,3,3,Slab,0,0,NA,NA,0,NA,0,0,0,Wall,3,FuseF,1088,441,0,1529,0,0,2,0,4,1,3,9,Mod,0,0,Detchd,1945.0,Unf,1,240,3,3,N,92,0,185,0,0,0,0,4,2009,WD,Normal,98000
750,751,50,RM,55.0,8800,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,2,No,Unf,0,Unf,0,576,576,GasA,4,SBrkr,792,348,0,1140,0,0,1,0,3,1,3,7,Min2,0,0,NA,0.0,NA,0,0,0,0,N,0,160,0,0,0,0,0,6,2010,WD,Normal,96500
751,752,60,RL,,7750,Reg,Lvl,Inside,Gtl,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,660,660,GasA,5,SBrkr,660,660,0,1320,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,2003.0,Fin,2,400,3,3,Y,0,48,0,0,0,0,0,8,2007,WD,Normal,162000
752,753,20,RL,79.0,9236,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,None,0.0,3,4,PConc,4,3,Gd,GLQ,1200,Unf,0,279,1479,GasA,5,SBrkr,1494,0,0,1494,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,1997.0,RFn,2,576,3,3,Y,168,27,0,0,0,0,0,7,2006,WD,Normal,217000
753,754,60,RL,80.0,10240,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,178.0,4,3,PConc,4,3,Mn,Unf,0,Unf,0,1030,1030,GasA,4,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,5,8,Typ,1,4,Attchd,2005.0,RFn,3,878,3,3,Y,192,52,0,0,0,0,0,3,2006,WD,Normal,275500
754,755,20,RL,61.0,7930,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,No,GLQ,439,LwQ,472,115,1026,GasA,4,SBrkr,1026,0,0,1026,1,0,1,0,3,1,4,5,Typ,0,0,Detchd,1969.0,RFn,2,440,3,3,Y,171,48,0,0,0,0,0,7,2009,WD,Normal,156000
755,756,160,FV,34.0,3230,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,894.0,3,3,PConc,4,3,No,GLQ,381,Unf,0,348,729,GasA,4,SBrkr,742,729,0,1471,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,1999.0,Unf,2,440,3,3,Y,0,24,0,0,0,0,0,3,2009,WD,Normal,172500
756,757,60,RL,68.0,10769,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,20,Unf,0,846,866,GasA,5,SBrkr,866,902,0,1768,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2007.0,RFn,2,578,3,3,Y,144,105,0,0,0,0,0,4,2009,WD,Normal,212000
757,758,60,RL,,11616,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,Mn,Rec,438,Unf,0,234,672,GasA,3,SBrkr,672,714,0,1386,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,1978.0,Fin,2,440,3,3,Y,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900
758,759,160,FV,24.0,2280,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,360.0,3,3,PConc,4,3,No,ALQ,549,Unf,0,195,744,GasA,4,SBrkr,757,744,0,1501,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,1999.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,179400
759,760,60,RL,65.0,12257,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,BrkFace,513.0,4,3,PConc,4,3,Av,LwQ,56,ALQ,64,1198,1318,GasA,5,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1995.0,RFn,3,752,3,3,Y,222,98,0,0,0,0,0,11,2007,WD,Normal,290000
760,761,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,612,Unf,0,252,864,GasA,5,SBrkr,864,0,0,864,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,2008.0,Unf,1,300,5,5,Y,0,0,0,0,0,0,450,10,2009,WD,Normal,127500
761,762,30,RM,60.0,6911,Reg,Lvl,FR2,Gtl,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,Mn,LwQ,405,Unf,0,740,1145,GasA,3,SBrkr,1301,0,0,1301,0,0,1,0,2,1,2,5,Min1,0,0,Detchd,1965.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,10,2009,WD,Normal,100000
762,763,60,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,Mn,GLQ,24,Unf,0,732,756,GasA,5,SBrkr,764,783,0,1547,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2009.0,Unf,2,614,3,3,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,215200
763,764,60,RL,82.0,9430,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,673.0,4,3,PConc,4,3,Mn,GLQ,1163,Unf,0,89,1252,GasA,5,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,1999.0,RFn,3,856,3,3,Y,0,128,0,0,180,0,0,7,2009,WD,Normal,337000
764,765,120,RL,30.0,9549,IR1,Lvl,CulDSac,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,None,0.0,4,4,PConc,4,4,Av,LwQ,437,GLQ,1057,0,1494,GasA,5,SBrkr,1494,0,0,1494,1,0,1,1,2,1,5,6,Typ,1,4,Attchd,1995.0,Fin,2,481,3,3,Y,0,30,0,0,216,0,0,4,2006,WD,Normal,270000
765,766,20,RL,75.0,14587,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,Stone,284.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1498,1498,GasA,5,SBrkr,1506,0,0,1506,0,0,2,0,2,1,5,6,Typ,1,4,Attchd,2008.0,Fin,2,592,3,3,Y,0,174,0,0,0,0,0,8,2008,New,Partial,264132
766,767,60,RL,80.0,10421,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,No,GLQ,394,Unf,0,586,980,GasA,3,SBrkr,980,734,0,1714,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1988.0,Unf,2,496,3,3,Y,228,66,156,0,0,0,500,3,2010,WD,Normal,196500
767,768,50,RL,75.0,12508,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,4,3,Mn,ALQ,660,Unf,0,323,983,GasA,5,SBrkr,983,767,0,1750,1,0,2,0,4,1,3,7,Mod,0,0,Attchd,1989.0,Unf,1,423,3,3,Y,245,0,156,0,0,0,1300,7,2008,WD,Normal,160000
768,769,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,24,Unf,0,1836,1860,GasA,5,SBrkr,1836,0,0,1836,0,0,2,0,3,1,4,8,Typ,1,4,Attchd,2004.0,Fin,2,484,3,3,Y,120,33,0,0,0,0,0,10,2006,WD,Normal,216837
769,770,60,RL,47.0,53504,IR2,HLS,CulDSac,Mod,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,BrkFace,603.0,5,3,PConc,4,3,Gd,ALQ,1416,Unf,0,234,1650,GasA,5,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,5,12,Mod,1,4,BuiltIn,2003.0,Fin,3,841,3,3,Y,503,36,0,0,210,0,0,6,2010,WD,Normal,538000
770,771,85,RL,,7252,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,4,3,Av,GLQ,685,Unf,0,173,858,GasA,3,SBrkr,858,0,0,858,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1983.0,Unf,2,576,3,3,Y,120,0,0,0,0,0,0,4,2009,WD,Normal,134900
771,772,20,RL,67.0,8877,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,2,2,No,LwQ,836,Unf,0,0,836,GasA,3,FuseF,1220,0,0,1220,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,1951.0,Unf,2,396,3,3,Y,0,0,0,0,0,0,0,4,2006,COD,Normal,102000
772,773,80,RL,94.0,7819,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,Av,ALQ,422,BLQ,127,480,1029,GasA,3,SBrkr,1117,0,0,1117,1,0,1,0,3,1,3,6,Typ,1,3,Detchd,1976.0,Unf,2,672,3,3,Y,144,0,0,0,0,0,0,3,2010,WD,Abnorml,107000
773,774,20,RL,70.0,10150,Reg,Lvl,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,None,1.0,3,3,CBlock,3,3,No,Rec,456,Unf,0,456,912,GasA,5,FuseA,912,0,0,912,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1958.0,RFn,1,275,3,3,Y,0,0,0,0,0,0,0,7,2007,COD,Normal,114500
774,775,20,RL,110.0,14226,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,375.0,4,3,PConc,4,3,Av,Unf,0,Unf,0,1935,1935,GasA,4,SBrkr,1973,0,0,1973,0,0,2,0,3,1,4,9,Typ,1,4,Attchd,2006.0,Fin,3,895,3,3,Y,315,45,0,0,0,0,0,7,2007,New,Partial,395000
775,776,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,320.0,3,3,PConc,5,3,No,GLQ,866,Unf,0,338,1204,GasA,5,SBrkr,1204,0,0,1204,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,Fin,2,412,3,3,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,162000
776,777,20,RL,86.0,11210,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,240.0,4,3,PConc,4,3,Av,GLQ,20,Unf,0,1594,1614,GasA,5,SBrkr,1614,0,0,1614,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2005.0,RFn,3,865,3,3,Y,144,59,0,0,0,0,0,7,2006,New,Partial,221500
777,778,20,RL,100.0,13350,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,762,Unf,0,102,864,GasA,3,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,1,2,Attchd,1974.0,Unf,2,440,3,3,Y,241,0,0,0,0,0,0,6,2006,WD,Normal,142500
